candidate,selected_candidate,seed,split,group_field,group_value,sample_count,total_normalized_mae,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,shape_accuracy
B2_feature_fusion_burial_head,True,42,train,shape_type,internal_ellipsoid,53,0.05072985962033272,0.0753270760178566,0.10022720694541931,0.00802682526409626,0.0590774305164814,0.37005990743637085,1.0
B2_feature_fusion_burial_head,True,42,train,shape_type,internal_sphere,54,0.05797101557254791,0.0818554162979126,0.07804259657859802,0.014367763884365559,0.07282649725675583,0.3624628186225891,1.0
B2_feature_fusion_burial_head,True,42,train,burial_depth_level,deep,40,0.05488204583525658,0.09834221750497818,0.10922732949256897,0.01027519442141056,0.04661340266466141,0.40371811389923096,1.0
B2_feature_fusion_burial_head,True,42,train,burial_depth_level,deep_plus,40,0.06709813326597214,0.13027715682983398,0.1311386674642563,0.011639972217381,0.06301693618297577,0.5009714961051941,1.0
B2_feature_fusion_burial_head,True,42,train,burial_depth_level,medium,40,0.061117738485336304,0.07439781725406647,0.1174701377749443,0.011656459420919418,0.08052055537700653,0.46429842710494995,1.0
B2_feature_fusion_burial_head,True,42,train,burial_depth_level,shallow,40,0.06626640260219574,0.08526252210140228,0.12468662858009338,0.010963044129312038,0.08851923048496246,0.5005757212638855,1.0
B2_feature_fusion_burial_head,True,42,train,size_level,large,53,0.07649834454059601,0.12295939028263092,0.17525029182434082,0.012409011833369732,0.0776258111000061,0.6506698727607727,1.0
B2_feature_fusion_burial_head,True,42,train,size_level,medium,53,0.052814267575740814,0.08582065254449844,0.09544578194618225,0.009134868159890175,0.05608854442834854,0.39562320709228516,1.0
B2_feature_fusion_burial_head,True,42,train,size_level,small,54,0.057796377688646317,0.08270087838172913,0.09174108505249023,0.011843724176287651,0.07518415153026581,0.3579447567462921,1.0
B2_feature_fusion_burial_head,True,42,train,aspect_bin,compact,90,0.060313861817121506,0.08697286248207092,0.10284678637981415,0.012204226106405258,0.07472540438175201,0.40465617179870605,1.0
B2_feature_fusion_burial_head,True,42,train,aspect_bin,elongated_x,37,0.07338842749595642,0.149477019906044,0.16310939192771912,0.011102563701570034,0.06090309098362923,0.6548587679862976,1.0
B2_feature_fusion_burial_head,True,42,train,aspect_bin,elongated_y,33,0.05548342689871788,0.06584788113832474,0.12150457501411438,0.008248836733400822,0.06570015102624893,0.42829445004463196,1.0
B2_feature_fusion_burial_head,True,42,val,shape_type,internal_cuboid,13,0.4114956557750702,1.0986284017562866,0.9261261224746704,0.08535230159759521,0.340975284576416,1.8843492269515991,1.0
B2_feature_fusion_burial_head,True,42,val,shape_type,internal_ellipsoid,14,0.1736677885055542,0.608647346496582,0.2811781167984009,0.052124761044979095,0.15183985233306885,0.6253703236579895,1.0
B2_feature_fusion_burial_head,True,42,val,shape_type,internal_sphere,13,0.1058470755815506,0.10102735459804535,0.1133565902709961,0.04089677706360817,0.09262603521347046,0.497373104095459,1.0
B2_feature_fusion_burial_head,True,42,val,burial_depth_level,deep,10,0.16941890120506287,0.37572407722473145,0.40806061029434204,0.056197166442871094,0.13172775506973267,0.48057401180267334,1.0
B2_feature_fusion_burial_head,True,42,val,burial_depth_level,deep_plus,10,0.1987673044204712,0.3123074471950531,0.3144763708114624,0.04512695595622063,0.15364135801792145,1.3969948291778564,1.0
B2_feature_fusion_burial_head,True,42,val,burial_depth_level,medium,10,0.29348790645599365,1.1699270009994507,0.37436816096305847,0.10741030424833298,0.20061205327510834,0.940344512462616,1.0
B2_feature_fusion_burial_head,True,42,val,burial_depth_level,shallow,10,0.25400638580322266,0.5537005066871643,0.648071825504303,0.028364034369587898,0.2902764081954956,1.1538441181182861,1.0
B2_feature_fusion_burial_head,True,42,val,size_level,large,13,0.39689862728118896,1.178253173828125,0.8246893286705017,0.10748974233865738,0.2949610948562622,1.55708646774292,1.0
B2_feature_fusion_burial_head,True,42,val,size_level,medium,14,0.09204177558422089,0.1764320582151413,0.10807664692401886,0.023264121264219284,0.09150142967700958,0.49376004934310913,1.0
B2_feature_fusion_burial_head,True,42,val,size_level,small,13,0.20834900438785553,0.4868653118610382,0.40121039748191833,0.04984002187848091,0.20362012088298798,0.9663699269294739,1.0
B2_feature_fusion_burial_head,True,42,val,aspect_bin,compact,22,0.23142346739768982,0.42025673389434814,0.45342501997947693,0.06878888607025146,0.17613497376441956,1.0292811393737793,1.0
B2_feature_fusion_burial_head,True,42,val,aspect_bin,elongated_x,13,0.1690535843372345,0.8335175514221191,0.18878018856048584,0.052013177424669266,0.11798558384180069,0.7354475259780884,1.0
B2_feature_fusion_burial_head,True,42,val,aspect_bin,elongated_y,5,0.37355855107307434,0.8070428371429443,1.004055380821228,0.03629154711961746,0.4707587957382202,1.5025138854980469,1.0
B2_feature_fusion_burial_head,True,42,test,shape_type,internal_cuboid,14,0.45776909589767456,0.8620054721832275,1.1010005474090576,0.08931633830070496,0.45487719774246216,1.8107166290283203,1.0
B2_feature_fusion_burial_head,True,42,test,shape_type,internal_ellipsoid,13,0.5086846351623535,1.361912727355957,1.652312159538269,0.11928907036781311,0.46136367321014404,1.6341177225112915,1.0
B2_feature_fusion_burial_head,True,42,test,shape_type,internal_sphere,13,0.21838951110839844,0.14418469369411469,0.175936758518219,0.079487644135952,0.2752864360809326,0.8497034311294556,1.0
B2_feature_fusion_burial_head,True,42,test,burial_depth_level,deep,10,0.40991345047950745,0.8677809238433838,1.258804202079773,0.10387438535690308,0.23369790613651276,1.3928370475769043,1.0
B2_feature_fusion_burial_head,True,42,test,burial_depth_level,deep_plus,10,0.39403995871543884,0.7631435990333557,0.6369069218635559,0.09205705672502518,0.5657706260681152,1.620200753211975,1.0
B2_feature_fusion_burial_head,True,42,test,burial_depth_level,medium,10,0.33091768622398376,0.6036181449890137,0.9436348080635071,0.08985308557748795,0.3312915563583374,1.20765221118927,1.0
B2_feature_fusion_burial_head,True,42,test,burial_depth_level,shallow,10,0.45120200514793396,0.9301912188529968,1.0787785053253174,0.09766807407140732,0.463713139295578,1.5432809591293335,1.0
B2_feature_fusion_burial_head,True,42,test,size_level,large,14,0.5112253427505493,0.9145030379295349,1.5640301704406738,0.12636040151119232,0.46266844868659973,1.632289171218872,1.0
B2_feature_fusion_burial_head,True,42,test,size_level,medium,13,0.3894682228565216,0.5686913728713989,0.9177075028419495,0.05838676914572716,0.560524046421051,1.611188292503357,1.0
B2_feature_fusion_burial_head,True,42,test,size_level,small,13,0.28003761172294617,0.88086998462677,0.41189414262771606,0.10049634426832199,0.16773541271686554,1.0647860765457153,1.0
B2_feature_fusion_burial_head,True,42,test,aspect_bin,compact,22,0.30423295497894287,0.3464716076850891,0.32138556241989136,0.07129725813865662,0.43189823627471924,1.3353588581085205,1.0
B2_feature_fusion_burial_head,True,42,test,aspect_bin,elongated_x,4,0.39806583523750305,1.8575222492218018,0.8982001543045044,0.11333835124969482,0.13376399874687195,1.0429867506027222,1.0
B2_feature_fusion_burial_head,True,42,test,aspect_bin,elongated_y,14,0.5410959124565125,1.1853482723236084,2.036996841430664,0.12947377562522888,0.4219939112663269,1.7207047939300537,1.0
B3_shape_conditioned_burial_head,False,42,train,shape_type,internal_cuboid,53,0.0803617313504219,0.20610107481479645,0.12169266492128372,0.01504939328879118,0.06645938009023666,0.5535907745361328,1.0
B3_shape_conditioned_burial_head,False,42,train,shape_type,internal_ellipsoid,53,0.06621754914522171,0.15117894113063812,0.11067406088113785,0.008803889155387878,0.0437646210193634,0.3971163332462311,1.0
B3_shape_conditioned_burial_head,False,42,train,shape_type,internal_sphere,54,0.07335209846496582,0.13605301082134247,0.13473591208457947,0.017566287890076637,0.04957008734345436,0.48624899983406067,1.0
B3_shape_conditioned_burial_head,False,42,train,burial_depth_level,deep,40,0.0698181688785553,0.1670740693807602,0.10435203462839127,0.012819536030292511,0.05501765012741089,0.4616270661354065,1.0
B3_shape_conditioned_burial_head,False,42,train,burial_depth_level,deep_plus,40,0.06869195401668549,0.173810213804245,0.10236897319555283,0.01650942489504814,0.043929148465394974,0.4292829930782318,1.0
B3_shape_conditioned_burial_head,False,42,train,burial_depth_level,medium,40,0.07035624235868454,0.13296647369861603,0.12573178112506866,0.012805175967514515,0.05955243110656738,0.47461313009262085,1.0
B3_shape_conditioned_burial_head,False,42,train,burial_depth_level,shallow,40,0.08437652885913849,0.18321681022644043,0.1573266237974167,0.013185950927436352,0.05446719005703926,0.5505997538566589,1.0
B3_shape_conditioned_burial_head,False,42,train,size_level,large,53,0.07216566801071167,0.19671852886676788,0.11508869379758835,0.013432384468615055,0.05344371497631073,0.49843454360961914,1.0
B3_shape_conditioned_burial_head,False,42,train,size_level,medium,53,0.06920503079891205,0.14337563514709473,0.11644665896892548,0.009038147516548634,0.04978683963418007,0.45503777265548706,1.0
B3_shape_conditioned_burial_head,False,42,train,size_level,small,54,0.07846422493457794,0.15292057394981384,0.13555186986923218,0.018923429772257805,0.0564340241253376,0.48353496193885803,1.0
B3_shape_conditioned_burial_head,False,42,train,aspect_bin,compact,90,0.07418558746576309,0.15112942457199097,0.11720038205385208,0.015325815416872501,0.052273429930210114,0.4778018593788147,1.0
B3_shape_conditioned_burial_head,False,42,train,aspect_bin,elongated_x,37,0.08124186843633652,0.23792704939842224,0.11634514480829239,0.012878344394266605,0.05863112956285477,0.5129497647285461,1.0
B3_shape_conditioned_burial_head,False,42,train,aspect_bin,elongated_y,33,0.062032219022512436,0.1175076812505722,0.14358699321746826,0.010817615315318108,0.049839287996292114,0.4443518817424774,1.0
B3_shape_conditioned_burial_head,False,42,val,shape_type,internal_cuboid,13,0.4007789194583893,1.2170745134353638,0.7438402771949768,0.09404987841844559,0.3958302140235901,1.4372730255126953,0.9230769230769231
B3_shape_conditioned_burial_head,False,42,val,shape_type,internal_ellipsoid,14,0.20475685596466064,0.6111197471618652,0.4467276632785797,0.04965152218937874,0.20119833946228027,0.6936483383178711,1.0
B3_shape_conditioned_burial_head,False,42,val,shape_type,internal_sphere,13,0.11877170205116272,0.1138886883854866,0.12188293784856796,0.05411286652088165,0.11631504446268082,0.505522608757019,1.0
B3_shape_conditioned_burial_head,False,42,val,burial_depth_level,deep,10,0.20459690690040588,0.4599345922470093,0.3953431248664856,0.06130458414554596,0.24200794100761414,0.7114129066467285,1.0
B3_shape_conditioned_burial_head,False,42,val,burial_depth_level,deep_plus,10,0.17817513644695282,0.3510719835758209,0.2126006931066513,0.04499879106879234,0.16140085458755493,0.9944105744361877,1.0
B3_shape_conditioned_burial_head,False,42,val,burial_depth_level,medium,10,0.31860774755477905,1.2418745756149292,0.5170131921768188,0.11681482195854187,0.2618367373943329,0.8028758764266968,1.0
B3_shape_conditioned_burial_head,False,42,val,burial_depth_level,shallow,10,0.2606956958770752,0.532938539981842,0.625901997089386,0.039005499333143234,0.2822209596633911,0.9880424737930298,0.9
B3_shape_conditioned_burial_head,False,42,val,size_level,large,13,0.3829338550567627,1.1375494003295898,0.7168975472450256,0.11147518455982208,0.35647428035736084,1.1931394338607788,1.0
B3_shape_conditioned_burial_head,False,42,val,size_level,medium,14,0.13275597989559174,0.2886314392089844,0.2005816400051117,0.022618640214204788,0.1723053753376007,0.6367290019989014,1.0
B3_shape_conditioned_burial_head,False,42,val,size_level,small,13,0.21415621042251587,0.5407087802886963,0.41390615701675415,0.06579990684986115,0.1867865025997162,0.8109539747238159,0.9230769230769231
B3_shape_conditioned_burial_head,False,42,val,aspect_bin,compact,22,0.25462302565574646,0.4608072340488434,0.4354560375213623,0.07921578735113144,0.27360695600509644,0.9968113303184509,1.0
B3_shape_conditioned_burial_head,False,42,val,aspect_bin,elongated_x,13,0.16346123814582825,0.8855096697807312,0.2298813760280609,0.048587385565042496,0.09056406468153,0.5027945041656494,1.0
B3_shape_conditioned_burial_head,False,42,val,aspect_bin,elongated_y,5,0.3788102865219116,0.8417625427246094,0.9880200028419495,0.04937073588371277,0.45559602975845337,1.3002485036849976,0.8
B3_shape_conditioned_burial_head,False,42,test,shape_type,internal_cuboid,14,0.4200289249420166,0.7995907664299011,1.0119093656539917,0.06740015745162964,0.6844447255134583,1.412308931350708,1.0
B3_shape_conditioned_burial_head,False,42,test,shape_type,internal_ellipsoid,13,0.44303444027900696,1.307891607284546,1.4003920555114746,0.09349321573972702,0.48832663893699646,1.1910170316696167,1.0
B3_shape_conditioned_burial_head,False,42,test,shape_type,internal_sphere,13,0.23238496482372284,0.21069154143333435,0.2498181164264679,0.08345405757427216,0.3357784152030945,0.9771237373352051,1.0
B3_shape_conditioned_burial_head,False,42,test,burial_depth_level,deep,10,0.39046186208724976,0.8146481513977051,1.285752773284912,0.08698172867298126,0.5200136303901672,1.0123685598373413,1.0
B3_shape_conditioned_burial_head,False,42,test,burial_depth_level,deep_plus,10,0.36841273307800293,0.8687413334846497,0.4730754494667053,0.1015319749712944,0.5608771443367004,1.41805100440979,1.0
B3_shape_conditioned_burial_head,False,42,test,burial_depth_level,medium,10,0.3059419095516205,0.554069995880127,0.7166181206703186,0.07149610668420792,0.47309789061546326,1.056630253791809,1.0
B3_shape_conditioned_burial_head,False,42,test,burial_depth_level,shallow,10,0.40126925706863403,0.8561255931854248,1.0864999294281006,0.06438185274600983,0.4755704998970032,1.3087655305862427,1.0
B3_shape_conditioned_burial_head,False,42,test,size_level,large,14,0.47757941484451294,0.7592868804931641,1.4763528108596802,0.09994720667600632,0.6215404868125916,1.3220922946929932,1.0
B3_shape_conditioned_burial_head,False,42,test,size_level,medium,13,0.3393566906452179,0.6163861751556396,0.7381327748298645,0.03737064078450203,0.6665180325508118,1.3095877170562744,1.0
B3_shape_conditioned_burial_head,False,42,test,size_level,small,13,0.27408531308174133,0.9456010460853577,0.41190779209136963,0.10452595353126526,0.22533008456230164,0.9557092785835266,1.0
B3_shape_conditioned_burial_head,False,42,test,aspect_bin,compact,22,0.2835351228713989,0.33695775270462036,0.2740178406238556,0.06417884677648544,0.5278840065002441,1.2060084342956543,1.0
B3_shape_conditioned_burial_head,False,42,test,aspect_bin,elongated_x,4,0.3757377564907074,1.8382396697998047,0.979524552822113,0.09277497977018356,0.2899443507194519,0.561596691608429,1.0
B3_shape_conditioned_burial_head,False,42,test,aspect_bin,elongated_y,14,0.494295209646225,1.1549873352050781,1.8337836265563965,0.10434871166944504,0.5373119711875916,1.3699702024459839,1.0
