model,observation_config,split,group_field,group_value,sample_count,total_normalized_mae,burial_depth_mae_mm,center_xyz_component_mae_mm,shape_macro_f1,catastrophic_failure_count,geometry_branch_failure_count
ridge_logreg,mag_x_5line_only,test,shape_type,internal_ellipsoid,3,0.6457201838493347,0.6349689364433289,2.1761362552642822,0.16666666666666666,2,0
ridge_logreg,mag_x_5line_only,test,shape_type,internal_sphere,2,0.2924058735370636,0.41800081729888916,1.428683876991272,0.3333333333333333,1,0
ridge_logreg,mag_x_5line_only,test,burial_depth_level,deep_plus,4,0.5898579359054565,0.6034652590751648,2.249054431915283,0.5,3,0
ridge_logreg,mag_x_5line_only,test,burial_depth_level,shallow,1,0.1625405251979828,0.3270473778247833,0.38955920934677124,0.3333333333333333,0,0
ridge_logreg,mag_x_5line_only,test,size_level,large,3,0.4375406503677368,0.443585067987442,1.8458279371261597,0.3333333333333333,2,0
ridge_logreg,mag_x_5line_only,test,size_level,medium,1,0.422271192073822,0.5089542865753174,2.467808723449707,0.3333333333333333,1,0
ridge_logreg,mag_x_5line_only,test,size_level,small,1,0.7870793342590332,0.9011989235877991,1.3804842233657837,0.3333333333333333,0,0
ridge_logreg,mag_x_5line_only,test,aspect_bin,compact,3,0.34480389952659607,0.5430912971496582,1.4570504426956177,0.3333333333333333,2,0
ridge_logreg,mag_x_5line_only,test,aspect_bin,elongated_y,2,0.743780255317688,0.5558172464370728,2.507312536239624,0.2222222222222222,1,0
ridge_logreg,dual_mag_xy_5line,test,shape_type,internal_ellipsoid,3,0.7962091565132141,0.6769886016845703,2.5418331623077393,0.16666666666666666,2,0
ridge_logreg,dual_mag_xy_5line,test,shape_type,internal_sphere,2,0.3656841814517975,0.27272236347198486,1.8667176961898804,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_5line,test,burial_depth_level,deep_plus,4,0.7606661915779114,0.604001522064209,2.8203327655792236,0.5,3,0
ridge_logreg,dual_mag_xy_5line,test,burial_depth_level,shallow,1,0.07733102887868881,0.1604045331478119,0.07760365307331085,0.3333333333333333,0,0
ridge_logreg,dual_mag_xy_5line,test,size_level,large,3,0.5682711601257324,0.6511883735656738,1.6732172966003418,0.5555555555555555,1,0
ridge_logreg,dual_mag_xy_5line,test,size_level,medium,1,0.654037356376648,0.38504019379615784,3.6558315753936768,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_5line,test,size_level,small,1,0.7611452341079712,0.2378053069114685,2.6834514141082764,0.0,1,0
ridge_logreg,dual_mag_xy_5line,test,aspect_bin,compact,3,0.5061271786689758,0.7502299547195435,1.5351803302764893,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_5line,test,aspect_bin,elongated_y,2,0.8008072972297668,0.16286037862300873,3.376697063446045,0.2222222222222222,2,0
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,shape_type,internal_ellipsoid,3,0.7985192537307739,0.9175276160240173,2.984389305114746,0.26666666666666666,2,1
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,shape_type,internal_sphere,2,0.2577904462814331,0.6056647896766663,1.5601049661636353,0.3333333333333333,1,0
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,burial_depth_level,deep_plus,4,0.7027970552444458,0.955891489982605,2.882018566131592,0.6,3,1
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,burial_depth_level,shallow,1,0.09994997829198837,0.14034640789031982,0.545304000377655,0.3333333333333333,0,0
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,size_level,large,3,0.5634480714797974,0.9433650374412537,2.827874183654785,0.5555555555555555,2,1
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,size_level,medium,1,0.41563090682029724,1.0709832906723022,2.5749058723449707,0.3333333333333333,1,0
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,size_level,small,1,0.8051633834838867,0.0628340095281601,1.0148496627807617,0.3333333333333333,0,0
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,aspect_bin,compact,3,0.40885424613952637,0.8183086514472961,2.43707275390625,0.3333333333333333,2,1
svr_rbf_C10,dual_mag_xy_5line_plus_mag_features,test,aspect_bin,elongated_y,2,0.8422879576683044,0.7544931769371033,2.381079912185669,0.3333333333333333,1,0
ridge_logreg,mag_x_9line_only,test,shape_type,internal_ellipsoid,3,0.6598949432373047,1.0332200527191162,1.8140971660614014,0.26666666666666666,2,0
ridge_logreg,mag_x_9line_only,test,shape_type,internal_sphere,2,0.2587932050228119,0.5335122346878052,0.7979297041893005,0.3333333333333333,0,0
ridge_logreg,mag_x_9line_only,test,burial_depth_level,deep_plus,4,0.5730835199356079,0.9199542999267578,1.576224684715271,0.6,2,0
ridge_logreg,mag_x_9line_only,test,burial_depth_level,shallow,1,0.20493720471858978,0.48686733841896057,0.7332526445388794,0.3333333333333333,0,0
ridge_logreg,mag_x_9line_only,test,size_level,large,3,0.4199480414390564,0.6446998715400696,1.5148411989212036,0.5555555555555555,1,0
ridge_logreg,mag_x_9line_only,test,size_level,medium,1,0.3126492500305176,0.5801571607589722,0.8626068234443665,0.3333333333333333,0,0
ridge_logreg,mag_x_9line_only,test,size_level,small,1,0.9247779846191406,1.6524279117584229,1.6310205459594727,0.3333333333333333,1,0
ridge_logreg,mag_x_9line_only,test,aspect_bin,compact,3,0.2800959050655365,0.6897861957550049,0.8141737580299377,0.3333333333333333,0,0
ridge_logreg,mag_x_9line_only,test,aspect_bin,elongated_y,2,0.8284918069839478,1.0486629009246826,2.2978146076202393,0.3333333333333333,2,0
ridge_logreg,dual_mag_xy_9line,test,shape_type,internal_ellipsoid,3,0.734764814376831,0.9730286598205566,2.2931244373321533,0.16666666666666666,2,0
ridge_logreg,dual_mag_xy_9line,test,shape_type,internal_sphere,2,0.29402050375938416,0.15432418882846832,1.043756365776062,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line,test,burial_depth_level,deep_plus,4,0.6639655828475952,0.7378942966461182,2.160243034362793,0.5,3,0
ridge_logreg,dual_mag_xy_9line,test,burial_depth_level,shallow,1,0.13647334277629852,0.27615734934806824,0.32591378688812256,0.3333333333333333,0,0
ridge_logreg,dual_mag_xy_9line,test,size_level,large,3,0.4867513179779053,0.9646340608596802,1.505775809288025,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line,test,size_level,medium,1,0.45156773924827576,0.0324910506606102,1.7615989446640015,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line,test,size_level,small,1,0.8805137276649475,0.30134129524230957,2.687959909439087,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line,test,aspect_bin,compact,3,0.38733822107315063,0.696603000164032,1.1901530027389526,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line,test,aspect_bin,elongated_y,2,0.81516033411026,0.5689627528190613,2.698213815689087,0.2222222222222222,2,0
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,shape_type,internal_ellipsoid,3,0.8915019035339355,1.323608160018921,2.5086605548858643,0.16666666666666666,3,2
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,shape_type,internal_sphere,2,0.38035711646080017,0.2598859965801239,1.6325962543487549,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,burial_depth_level,deep_plus,4,0.8318471312522888,1.0604790449142456,2.632113456726074,0.5,4,2
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,burial_depth_level,shallow,1,0.10783156007528305,0.24868029356002808,0.26271992921829224,0.3333333333333333,0,0
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,size_level,large,3,0.5723671317100525,1.207175374031067,2.028798818588257,0.3333333333333333,2,2
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,size_level,medium,1,0.6528826951980591,0.2710916996002197,3.002472400665283,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,size_level,small,1,1.065236210823059,0.5979791879653931,1.7023046016693115,0.3333333333333333,1,0
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,aspect_bin,compact,3,0.4993653893470764,0.9074018597602844,1.65106999874115,0.3333333333333333,2,1
ridge_logreg,dual_mag_xy_9line_plus_mag_features,test,aspect_bin,elongated_y,2,0.9685620069503784,0.8841955661773682,2.9189822673797607,0.2222222222222222,2,1
