seed,selected_seed,split,group_field,group_value,sample_count,normalized_param_mae_mean,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
42,False,train,curvature_template,LD_dominant,7,0.6045517921447754,4.774714827537537,2.8280226417950223,1.0712833276816778,0.1241814483489309,0.6689634790621607,0.7908202961069773,0.0005105451314843126
42,False,train,curvature_template,WD_dominant,7,0.5531024634838104,3.0853478802101955,2.1185826446328844,1.0072136649063654,0.13074388887201036,0.7249495883644863,0.8333139615866862,0.0004992188384806338
42,False,train,curvature_template,boxy,8,0.5731739066541195,1.579965690150857,0.9065541420131922,0.9528520042076707,0.18032753840088844,0.8480497116122407,0.9145506334277549,0.0004769157367263688
42,False,train,curvature_template,round,7,0.6771554861749921,2.7322900827441896,1.7501587569713593,1.0938418635300227,0.19156662906919206,0.7249684643703506,0.8327380446983457,0.00046191941822014215
42,False,train,curvature_template,sharp,7,1.034008366721017,3.3613574164254323,3.265957202230181,0.9917899359549794,0.32496465529714313,0.7294463664296644,0.8405148348561126,0.0004219089272997475
42,False,train,depth_bin,deep,10,0.8356911480426789,4.2709171429276465,3.0271102607250215,1.9692503571510316,0.1844126656651497,0.7319363159730059,0.8374416981778566,0.0008829984639305621
42,False,train,depth_bin,medium,13,0.6328938282453097,3.0054558286300073,1.8005839872818727,0.47252565851578343,0.1986638531088829,0.7455782987418975,0.846606754804675,0.00023163361094283083
42,False,train,depth_bin,shallow,13,0.6217374434837928,2.195046136012444,1.7932913395074697,0.8412600343043988,0.1858507624039283,0.7469855336238335,0.847523864147658,0.0004022500400494139
42,False,train,aspect_bin,balanced,9,0.6838151084052192,3.1425278700060315,1.9458810885747273,0.7361789585815536,0.20466599447859657,0.7148530308148003,0.8244899679319178,0.0003431125312797829
42,False,train,aspect_bin,compact,8,0.5056859254837036,1.612256245687604,0.61274179443717,0.877176895737648,0.1572411274537444,0.7997739972924579,0.8829930890126867,0.0004073974287166493
42,False,train,aspect_bin,narrow,9,0.7162782980336083,4.133325252268049,1.7730914519892798,1.2320319182342954,0.18778621239794624,0.7303632052665979,0.8416534908145218,0.0005835636450986689
42,False,train,aspect_bin,wide,10,0.8020789951086045,3.1934968903660774,3.861879463493824,1.204040452092886,0.2052817776799202,0.7317554877412311,0.8338879187339444,0.0005471207085065543
42,False,train,size_bin,elongated,9,0.7162782980336083,4.133325252268049,1.7730914519892798,1.2320319182342954,0.18778621239794624,0.7303632052665979,0.8416534908145218,0.0005835636450986689
42,False,train,size_bin,large_wide,10,0.8020789951086045,3.1934968903660774,3.861879463493824,1.204040452092886,0.2052817776799202,0.7317554877412311,0.8338879187339444,0.0005471207085065543
42,False,train,size_bin,medium_balanced,9,0.6838151084052192,3.1425278700060315,1.9458810885747273,0.7361789585815536,0.20466599447859657,0.7148530308148003,0.8244899679319178,0.0003431125312797829
42,False,train,size_bin,small_compact,8,0.5056859254837036,1.612256245687604,0.61274179443717,0.877176895737648,0.1572411274537444,0.7997739972924579,0.8829930890126867,0.0004073974287166493
42,False,val,curvature_template,LD_dominant,2,0.36879414319992065,0.14976131916046143,0.30267053842544556,0.2105879783630371,0.15522374212741852,0.948051948051948,0.9726027397260274,0.00011690551036735997
42,False,val,curvature_template,WD_dominant,2,0.5949566066265106,2.6569459438323975,2.206518769264221,1.1394416140392423,0.1457948163151741,0.6852396559935008,0.813217597159203,0.0006055214143998455
42,False,val,curvature_template,boxy,2,0.8444623351097107,3.082899332046509,3.9714834690093994,1.5355855822563171,0.2071562111377716,0.6103931462591208,0.7564404451545987,0.0007629896572325379
42,False,val,curvature_template,round,2,0.7325165271759033,3.0824122428894043,2.123138427734375,1.0511754155158997,0.2084323763847351,0.7022222222222223,0.824341953802471,0.0003728978044819087
42,False,val,curvature_template,sharp,2,1.0023574233055115,3.1277341842651367,1.1000079587101936,0.8052628934383392,0.3563491553068161,0.6454492244659058,0.7667251590261022,0.0005019765376346186
42,False,val,depth_bin,deep,3,0.7917162378629049,2.9363718032836914,2.6944615046183267,1.9438523451487224,0.18586717545986176,0.7008604048646198,0.8237126135486347,0.000929825589992106
42,False,val,depth_bin,medium,4,0.6594169363379478,3.3078370690345764,1.8098021447658539,0.31440897518768907,0.21415174007415771,0.6712116713064429,0.7922904703691848,0.00020205797227390576
42,False,val,depth_bin,shallow,3,0.6911192039648691,0.7196807861328125,1.3616817444562912,0.7983046770095825,0.24390137195587158,0.7984281647219215,0.8754520225380539,0.00037429106305353343
42,False,val,aspect_bin,balanced,4,0.663736566901207,2.869679093360901,2.164828598499298,1.095308514777571,0.1771135963499546,0.6937309391078617,0.818779775480837,0.0004892096094408771
42,False,val,aspect_bin,compact,4,0.6855757832527161,1.638747751712799,0.7013392485678196,0.5079254359006882,0.2557864487171173,0.7967505862589269,0.8696639493760647,0.0003094410240009893
42,False,val,aspect_bin,narrow,1,0.793644368648529,2.1590423583984375,3.953711986541748,1.0854496955871582,0.21650980412960052,0.5521472392638037,0.7114624505928854,0.00044198421528562903
42,False,val,aspect_bin,wide,1,0.8952803015708923,4.00675630569458,3.989254951477051,1.985721468925476,0.1978026181459427,0.6686390532544378,0.8014184397163121,0.0010839950991794467
42,False,val,size_bin,elongated,1,0.793644368648529,2.1590423583984375,3.953711986541748,1.0854496955871582,0.21650980412960052,0.5521472392638037,0.7114624505928854,0.00044198421528562903
42,False,val,size_bin,large_wide,1,0.8952803015708923,4.00675630569458,3.989254951477051,1.985721468925476,0.1978026181459427,0.6686390532544378,0.8014184397163121,0.0010839950991794467
42,False,val,size_bin,medium_balanced,4,0.663736566901207,2.869679093360901,2.164828598499298,1.095308514777571,0.1771135963499546,0.6937309391078617,0.818779775480837,0.0004892096094408771
42,False,val,size_bin,small_compact,4,0.6855757832527161,1.638747751712799,0.7013392485678196,0.5079254359006882,0.2557864487171173,0.7967505862589269,0.8696639493760647,0.0003094410240009893
42,False,test,curvature_template,LD_dominant,2,0.5855183005332947,3.354897230863571,1.7976402044296265,1.2073711231350899,0.143264502286911,0.6446886446886446,0.7587453482190324,0.0005807949291920522
42,False,test,curvature_template,WD_dominant,2,0.7179139256477356,2.722647964954376,4.284889340400696,1.0061051845550537,0.17263033986091614,0.6350340136054422,0.7757155136735538,0.00042922604916384444
42,False,test,curvature_template,boxy,2,0.861052006483078,3.5173147916793823,4.1618911027908325,1.471533626317978,0.20970136672258377,0.732409972299169,0.8437788870401183,0.0008357499464182183
42,False,test,curvature_template,round,2,0.6197702288627625,1.6844598650932312,1.7498451918363571,0.7966539934277534,0.19170893728733063,0.8556765247535478,0.9215550483985204,0.00045398541988106444
42,False,test,curvature_template,sharp,2,0.9957863986492157,2.792813777923584,1.0727071017026901,1.4078771471977234,0.32975487411022186,0.7167562413314841,0.8349608800517677,0.0005750634300056845
42,False,test,depth_bin,deep,3,0.8564466238021851,2.301162381966909,2.3834783136844635,2.2107773621877036,0.2168292204538981,0.7497659888587865,0.8538555102337609,0.001011190431502958
42,False,test,depth_bin,medium,3,0.675101101398468,3.004957636197408,3.485802173614502,0.2985699822505315,0.1971039722363154,0.732042319690307,0.8410317388889345,0.0002191739137439678
42,False,test,depth_bin,shallow,4,0.7413596361875534,3.056476801633835,2.131526105105877,1.062760028988123,0.21308011561632156,0.6809264669273236,0.7962124018494747,0.0005146366283952375
42,False,test,aspect_bin,balanced,2,0.7883182466030121,4.591710805892944,2.3703234791755676,0.5181198790669441,0.23979581892490387,0.5692058750311177,0.7122574055158324,0.0002865053484129021
42,False,test,aspect_bin,compact,2,0.7929864525794983,1.5560002028942108,0.500023826956749,2.097128391265869,0.233223557472229,0.792239010989011,0.8814488227549677,0.0008693530107848346
42,False,test,aspect_bin,narrow,2,0.861052006483078,3.5173147916793823,4.1618911027908325,1.471533626317978,0.20970136672258377,0.732409972299169,0.8437788870401183,0.0008357499464182183
42,False,test,aspect_bin,wide,4,0.668842077255249,2.2035539150238037,3.0173672661185265,0.9013795889914036,0.18216963857412338,0.7453552691794949,0.8486352810360371,0.00044160573452245444
42,False,test,size_bin,elongated,2,0.861052006483078,3.5173147916793823,4.1618911027908325,1.471533626317978,0.20970136672258377,0.732409972299169,0.8437788870401183,0.0008357499464182183
42,False,test,size_bin,large_wide,4,0.668842077255249,2.2035539150238037,3.0173672661185265,0.9013795889914036,0.18216963857412338,0.7453552691794949,0.8486352810360371,0.00044160573452245444
42,False,test,size_bin,medium_balanced,2,0.7883182466030121,4.591710805892944,2.3703234791755676,0.5181198790669441,0.23979581892490387,0.5692058750311177,0.7122574055158324,0.0002865053484129021
42,False,test,size_bin,small_compact,2,0.7929864525794983,1.5560002028942108,0.500023826956749,2.097128391265869,0.233223557472229,0.792239010989011,0.8814488227549677,0.0008693530107848346
123,False,train,curvature_template,LD_dominant,7,0.655240033354078,3.607822758810861,3.2346337097031728,0.8222024653639112,0.16646715785775865,0.6797749992177126,0.803692545788282,0.0004031943598030401
123,False,train,curvature_template,WD_dominant,7,0.5509222043412072,4.355107852390835,2.797993208680834,1.2490584254264832,0.0925835764833859,0.6199552606493961,0.7562859627191371,0.0006016733677824959
123,False,train,curvature_template,boxy,8,0.5445155575871468,1.663110125809908,1.0615730918943882,0.9359814701601863,0.16421506367623806,0.8478760802449503,0.9150016070654268,0.0004463647746888455
123,False,train,curvature_template,round,7,0.7887685639517648,4.01521018573216,2.7303217394011363,1.1999749669006892,0.2059528465781893,0.6572389575743521,0.7621713707591459,0.0005243246726292584
123,False,train,curvature_template,sharp,7,1.1686212079865592,4.437470376491547,3.4580573993069783,1.226325890847615,0.3584381810256413,0.670681411712853,0.7953520273105855,0.0004989449807908386
123,False,train,depth_bin,deep,10,0.8186614871025085,3.793288326263428,2.8759979993104934,1.909823614358902,0.1878526985645294,0.7369450172687205,0.8402152255770737,0.0008522460018866695
123,False,train,depth_bin,medium,13,0.7174493578764108,3.5730333695044885,2.469078004360199,0.5884244734278092,0.21373523169985184,0.6995221871533045,0.8162462974170797,0.0002486565113381053
123,False,train,depth_bin,shallow,13,0.6913486157472317,3.37168016571265,2.5524333142317257,0.9402330540693723,0.1862098342524125,0.6702557261815105,0.779167083105438,0.0004625296306375486
123,False,train,aspect_bin,balanced,9,0.67447496453921,2.7472357153892517,2.2080448038048215,0.7559751628173722,0.1999790229731136,0.708037995493583,0.8192861901474561,0.0003323608325445093
123,False,train,aspect_bin,compact,8,0.5880434308201075,3.218801226466894,1.3759947009384632,1.1627882979810238,0.1490157824009657,0.7357557268939314,0.8220863882728536,0.0005224154092502431
123,False,train,aspect_bin,narrow,9,0.8197440438800387,4.991415043671926,2.4806045393149057,1.3212580151028104,0.20910137560632494,0.6438583693991835,0.7755064191924512,0.000618192165145754
123,False,train,aspect_bin,wide,10,0.834867000579834,3.2815892577171324,4.083382543921471,1.0973379015922546,0.22039629966020585,0.7123449946853448,0.8212701612321471,0.0005033579611335881
123,False,train,size_bin,elongated,9,0.8197440438800387,4.991415043671926,2.4806045393149057,1.3212580151028104,0.20910137560632494,0.6438583693991835,0.7755064191924512,0.000618192165145754
123,False,train,size_bin,large_wide,10,0.834867000579834,3.2815892577171324,4.083382543921471,1.0973379015922546,0.22039629966020585,0.7123449946853448,0.8212701612321471,0.0005033579611335881
123,False,train,size_bin,medium_balanced,9,0.67447496453921,2.7472357153892517,2.2080448038048215,0.7559751628173722,0.1999790229731136,0.708037995493583,0.8192861901474561,0.0003323608325445093
123,False,train,size_bin,small_compact,8,0.5880434308201075,3.218801226466894,1.3759947009384632,1.1627882979810238,0.1490157824009657,0.7357557268939314,0.8220863882728536,0.0005224154092502431
123,False,val,curvature_template,LD_dominant,2,0.5435935109853745,1.423434317111969,0.014343764632940292,0.5042966306209564,0.20937753468751907,0.885551948051948,0.9392694063926941,0.00024836701777530834
123,False,val,curvature_template,WD_dominant,2,0.6108582317829132,3.690393626689911,2.442794919013977,1.4814498461782932,0.1221180334687233,0.6598313583774547,0.7859396770756495,0.000742977954359958
123,False,val,curvature_template,boxy,2,0.6277180314064026,1.4384994506835938,1.8472633957862854,0.7010530531406403,0.20272276550531387,0.8092253899946207,0.8935438769635661,0.0004122689861105755
123,False,val,curvature_template,round,2,0.8143893778324127,3.203658938407898,2.1616610884666443,1.2600505948066711,0.23332317918539047,0.6785752688172042,0.8011097457952538,0.0004509369027800858
123,False,val,curvature_template,sharp,2,1.2597471475601196,7.376998424530029,2.940434992313385,1.3145951628684998,0.36877191066741943,0.38294938351719665,0.548403575989783,0.0007428184326272458
123,False,val,depth_bin,deep,3,0.7504031260808309,2.4687883853912354,1.9865737756093342,1.8108495871225994,0.19062737375497818,0.7301236438571154,0.8343433194722539,0.0008730393213530382
123,False,val,depth_bin,medium,4,0.7864435091614723,4.4037244617938995,2.2705541979521513,0.6019074488431215,0.23772484250366688,0.6362397517630555,0.7507571521759389,0.00032196680513152387
123,False,val,depth_bin,shallow,3,0.7718763947486877,3.0815688371658325,1.2570194005966187,0.8942373394966125,0.24994845191637674,0.6989789196310935,0.8101579991044585,0.0004292511342403789
123,False,val,aspect_bin,balanced,4,0.712623804807663,3.4470262825489044,2.3022280037403107,1.3707502204924822,0.17772060632705688,0.6692033135973294,0.7935247114354517,0.0005969574285700219
123,False,val,aspect_bin,compact,4,0.901670329272747,4.400216370820999,1.4773893784731627,0.9094458967447281,0.28907472267746925,0.6342506657845723,0.7438364911912385,0.0004955927252012771
123,False,val,aspect_bin,narrow,1,0.5745028853416443,2.8769989013671875,2.1180286407470703,0.47566741704940796,0.1686859279870987,0.7545454545454545,0.8601036269430051,0.00018525341874919832
123,False,val,aspect_bin,wide,1,0.6809331774711609,0.0,1.5764981508255005,0.9264386892318726,0.23675960302352905,0.863905325443787,0.926984126984127,0.0006392845534719527
123,False,val,size_bin,elongated,1,0.5745028853416443,2.8769989013671875,2.1180286407470703,0.47566741704940796,0.1686859279870987,0.7545454545454545,0.8601036269430051,0.00018525341874919832
123,False,val,size_bin,large_wide,1,0.6809331774711609,0.0,1.5764981508255005,0.9264386892318726,0.23675960302352905,0.863905325443787,0.926984126984127,0.0006392845534719527
123,False,val,size_bin,medium_balanced,4,0.712623804807663,3.4470262825489044,2.3022280037403107,1.3707502204924822,0.17772060632705688,0.6692033135973294,0.7935247114354517,0.0005969574285700219
123,False,val,size_bin,small_compact,4,0.901670329272747,4.400216370820999,1.4773893784731627,0.9094458967447281,0.28907472267746925,0.6342506657845723,0.7438364911912385,0.0004955927252012771
123,False,test,curvature_template,LD_dominant,2,0.585013747215271,1.6010571122169495,0.6800661832094193,1.4505658149719238,0.16996822506189346,0.8264732343679713,0.9047319321119478,0.0006842029397375882
123,False,test,curvature_template,WD_dominant,2,0.682523250579834,3.740573287010193,4.605289936065674,0.8531988710165024,0.14791574329137802,0.61078231292517,0.7519074413272365,0.0004171285036136396
123,False,test,curvature_template,boxy,2,0.8930396437644958,6.397131085395813,3.194774627685547,1.6524890661239624,0.19753852486610413,0.5873174652029685,0.7350257888246156,0.0009030234650708735
123,False,test,curvature_template,round,2,0.7763281166553497,3.2235476970672607,4.1157108545303345,0.5930937733501196,0.21651967614889145,0.6968432220353911,0.8213312383547929,0.0003786327870329842
123,False,test,curvature_template,sharp,2,1.0721538662910461,3.522822678089142,1.0933447740972042,1.4685600996017456,0.3522495627403259,0.6384713858991987,0.7693376068376068,0.0006132095586508512
123,False,test,depth_bin,deep,3,0.9247924089431763,3.368803024291992,2.7617097397645316,1.9400707085927327,0.24157656729221344,0.6586364844223449,0.7868627097601025,0.0008924129651859403
123,False,test,depth_bin,medium,3,0.7592130502065023,6.639644622802734,3.7161382039388022,0.5047673024237156,0.1797001709540685,0.5614032462449546,0.7141310084606646,0.0003382062956613178
123,False,test,depth_bin,shallow,4,0.7415252178907394,1.736230194568634,1.9862072300165892,1.1753253042697906,0.22613831236958504,0.7649140122148751,0.8654217150625246,0.0005751341814175248
123,False,test,aspect_bin,balanced,2,0.7466286718845367,1.1001815795898438,0.522461261600256,1.0033535957336426,0.26866623014211655,0.8204801983427937,0.9010004332584978,0.0005123605369590223
123,False,test,aspect_bin,compact,2,0.9105389416217804,4.023698210716248,1.2509496957063675,1.9157723188400269,0.25355155766010284,0.6444644219243761,0.7730691056910569,0.0007850519614294171
123,False,test,aspect_bin,narrow,2,0.8930396437644958,6.397131085395813,3.194774627685547,1.6524890661239624,0.19753852486610413,0.5873174652029685,0.7350257888246156,0.0009030234650708735
123,False,test,aspect_bin,wide,4,0.7294256836175919,3.482060492038727,4.360500395298004,0.723146322183311,0.18221770972013474,0.6538127674802805,0.7866193398410147,0.0003978806453233119
123,False,test,size_bin,elongated,2,0.8930396437644958,6.397131085395813,3.194774627685547,1.6524890661239624,0.19753852486610413,0.5873174652029685,0.7350257888246156,0.0009030234650708735
123,False,test,size_bin,large_wide,4,0.7294256836175919,3.482060492038727,4.360500395298004,0.723146322183311,0.18221770972013474,0.6538127674802805,0.7866193398410147,0.0003978806453233119
123,False,test,size_bin,medium_balanced,2,0.7466286718845367,1.1001815795898438,0.522461261600256,1.0033535957336426,0.26866623014211655,0.8204801983427937,0.9010004332584978,0.0005123605369590223
123,False,test,size_bin,small_compact,2,0.9105389416217804,4.023698210716248,1.2509496957063675,1.9157723188400269,0.25355155766010284,0.6444644219243761,0.7730691056910569,0.0007850519614294171
2026,True,train,curvature_template,LD_dominant,7,0.6417194732597896,3.5856473786490306,2.6167412996292114,1.0069298850638526,0.1610816695860454,0.7222201714961031,0.8343936368035748,0.0004900392440114436
2026,True,train,curvature_template,WD_dominant,7,0.5858811182635171,3.6050844277654375,2.085887713091714,1.1407890639134817,0.13282840592520578,0.6893374831804385,0.8125590030858515,0.0005563576331561697
2026,True,train,curvature_template,boxy,8,0.7058768421411514,2.601669814437628,1.9017004556953907,1.1416229512542486,0.20224728994071484,0.7841596738816916,0.8759776555361172,0.0005500245424627792
2026,True,train,curvature_template,round,7,0.6834321745804378,2.638992488384247,2.5219905376434326,1.0477130796228136,0.18523464884076798,0.7049088478720058,0.7995196226461415,0.0004493118550661685
2026,True,train,curvature_template,sharp,7,1.003112060683114,2.9466813632420132,2.0065793565341403,1.135901587350028,0.3291437455586025,0.7929197817819357,0.8814827792302443,0.0004956388293066993
2026,True,train,depth_bin,deep,10,0.8197611182928085,3.4136264979839326,2.3493462979793547,1.900618076324463,0.20143881291151047,0.786450941098785,0.8752760280174454,0.000860770080180373
2026,True,train,depth_bin,medium,13,0.6678012655331538,3.0067845720511217,1.9305755725273719,0.5600534150233636,0.20732085234843767,0.7714059920406152,0.8660835978701915,0.0002698356021518031
2026,True,train,depth_bin,shallow,13,0.7051539145983182,2.8479795157909393,2.4031577362464023,1.0127264433182204,0.197418338404252,0.6727841595270052,0.7916661141663597,0.00047877428005449474
2026,True,train,aspect_bin,balanced,9,0.6888249019781748,2.3961110479301877,2.307328720887502,0.8226435763968362,0.20512191040648353,0.7360963208704697,0.8420372673210839,0.0003665399934915412
2026,True,train,aspect_bin,compact,8,0.6208036281168461,2.888198994100094,0.9799033738672733,1.026745604351163,0.18076703697443008,0.7428168140950089,0.8382473850609479,0.00047955573427316267
2026,True,train,aspect_bin,narrow,9,0.7856641312440237,4.3179369701279535,3.15294568406211,1.1708978397978678,0.19719923784335455,0.6719231866750426,0.7962628649053769,0.0005558366635038207
2026,True,train,aspect_bin,wide,10,0.7809198200702667,2.67161740064621,2.285029935836792,1.329648134112358,0.22089709788560868,0.8024271300697233,0.885282626612389,0.0006201793483342044
2026,True,train,size_bin,elongated,9,0.7856641312440237,4.3179369701279535,3.15294568406211,1.1708978397978678,0.19719923784335455,0.6719231866750426,0.7962628649053769,0.0005558366635038207
2026,True,train,size_bin,large_wide,10,0.7809198200702667,2.67161740064621,2.285029935836792,1.329648134112358,0.22089709788560868,0.8024271300697233,0.885282626612389,0.0006201793483342044
2026,True,train,size_bin,medium_balanced,9,0.6888249019781748,2.3961110479301877,2.307328720887502,0.8226435763968362,0.20512191040648353,0.7360963208704697,0.8420372673210839,0.0003665399934915412
2026,True,train,size_bin,small_compact,8,0.6208036281168461,2.888198994100094,0.9799033738672733,1.026745604351163,0.18076703697443008,0.7428168140950089,0.8382473850609479,0.00047955573427316267
2026,True,val,curvature_template,LD_dominant,2,0.5488161146640778,2.868751049041748,0.7238257527351379,0.5330500900745392,0.1832318753004074,0.7269817073170732,0.836798603624416,0.0002615876837808173
2026,True,val,curvature_template,WD_dominant,2,0.6143932342529297,3.63673734664917,2.3346985578536987,1.4941540360450745,0.12466926500201225,0.6418606605597108,0.781177865119471,0.0007628144448972307
2026,True,val,curvature_template,boxy,2,0.6177076995372772,0.9002071022987366,1.4561000168323517,0.6932741850614548,0.2095097377896309,0.8259735602392946,0.9009222919937205,0.0003931095343432389
2026,True,val,curvature_template,round,2,0.6411449611186981,1.6957568377256393,1.5787291526794434,1.1702443957328796,0.18593964725732803,0.8031896551724138,0.8894905895781902,0.0004273208323866129
2026,True,val,curvature_template,sharp,2,1.020766794681549,5.2892537117004395,2.0668031573295593,0.7159680426120758,0.3269030749797821,0.45691664657181896,0.626335733232285,0.0004531996964942664
2026,True,val,depth_bin,deep,3,0.670574684937795,1.6684209009011586,1.2510642409324646,1.7758185068766277,0.17592995117108026,0.8006859641293347,0.8819497803661447,0.0008578194732156893
2026,True,val,depth_bin,medium,4,0.6415883898735046,3.42601215839386,1.803350180387497,0.3446515202522278,0.2030491977930069,0.6705063573266477,0.7914584951100471,0.00021820658184878994
2026,True,val,depth_bin,shallow,3,0.7691933314005533,3.357366919517517,1.7845732768376668,0.8357732991377512,0.24017351865768433,0.6085870460086761,0.7525889485191811,0.0003832598789207016
2026,True,val,aspect_bin,balanced,4,0.6277690976858139,2.6662470921874046,1.956713855266571,1.332199215888977,0.15530445612967014,0.7225251578660623,0.8353342273488306,0.0005950676386419218
2026,True,val,aspect_bin,compact,4,0.7847914546728134,4.079002380371094,1.3953144550323486,0.6245090663433075,0.25506747514009476,0.591949176944446,0.7315671684283505,0.00035739369013754185
2026,True,val,aspect_bin,narrow,1,0.6640105843544006,1.8004142045974731,2.8627803325653076,0.4873233735561371,0.21035601198673248,0.71900826446281,0.8365384615384616,0.00017767258395906538
2026,True,val,aspect_bin,wide,1,0.5714048147201538,0.0,0.04941970109939575,0.8992249965667725,0.2086634635925293,0.9329388560157791,0.9653061224489796,0.0006085464847274125
2026,True,val,size_bin,elongated,1,0.6640105843544006,1.8004142045974731,2.8627803325653076,0.4873233735561371,0.21035601198673248,0.71900826446281,0.8365384615384616,0.00017767258395906538
2026,True,val,size_bin,large_wide,1,0.5714048147201538,0.0,0.04941970109939575,0.8992249965667725,0.2086634635925293,0.9329388560157791,0.9653061224489796,0.0006085464847274125
2026,True,val,size_bin,medium_balanced,4,0.6277690976858139,2.6662470921874046,1.956713855266571,1.332199215888977,0.15530445612967014,0.7225251578660623,0.8353342273488306,0.0005950676386419218
2026,True,val,size_bin,small_compact,4,0.7847914546728134,4.079002380371094,1.3953144550323486,0.6245090663433075,0.25506747514009476,0.591949176944446,0.7315671684283505,0.00035739369013754185
2026,True,test,curvature_template,LD_dominant,2,0.6036460399627686,1.5763160586357117,0.9429808408021927,1.518213301897049,0.17267431318759918,0.8089133089133089,0.8935772964899178,0.0007165113202063367
2026,True,test,curvature_template,WD_dominant,2,0.6870514154434204,5.4470133781433105,4.562568306922913,0.6544035449624062,0.13968446850776672,0.5521598639455783,0.7104126264178403,0.0003248514112783596
2026,True,test,curvature_template,boxy,2,0.8909634947776794,3.3062071800231934,6.203001022338867,1.110512763261795,0.20793698728084564,0.6243620657364921,0.7650945494994439,0.0006691256712656468
2026,True,test,curvature_template,round,2,0.666118323802948,1.0168878138065338,1.4435625970363617,1.322255790233612,0.20327330380678177,0.8772147075633454,0.9324485373781148,0.0007085380639182404
2026,True,test,curvature_template,sharp,2,0.9528912305831909,1.4178846031427383,0.8373423218727112,1.5073259472846985,0.3240049332380295,0.7796998911522314,0.8718890148341629,0.000611226336332038
2026,True,test,depth_bin,deep,3,0.8938716252644857,1.6564689477284749,3.6229432920614877,1.9157169659932454,0.2332382102807363,0.6875504439063761,0.8076794714708245,0.0008839063812047243
2026,True,test,depth_bin,medium,3,0.6920290191968282,4.741895337899526,2.8302771846453347,0.582810565829277,0.18328512708346048,0.7272287367985868,0.8286582036109823,0.0003781965448676298
2026,True,test,depth_bin,shallow,4,0.7109097689390182,1.5833813026547432,2.1548121869564056,1.1824600249528885,0.21139449998736382,0.7600905331267558,0.8594577559983847,0.0005685492069460452
2026,True,test,aspect_bin,balanced,2,0.6969477832317352,0.5094972401857376,1.3459082245826721,0.7756863534450531,0.2507813051342964,0.8252960087822473,0.9029126213592233,0.00039033683424349874
2026,True,test,aspect_bin,compact,2,0.8595894873142242,2.4847034215927124,0.43441493809223175,2.2498528957366943,0.24589794129133224,0.763317191283293,0.8625536899648575,0.000937400822294876
2026,True,test,aspect_bin,narrow,2,0.8909634947776794,3.3062071800231934,6.203001022338867,1.110512763261795,0.20793698728084564,0.6243620657364921,0.7650945494994439,0.0006691256712656468
2026,True,test,aspect_bin,wide,4,0.6765848696231842,3.231950595974922,3.003065451979637,0.9883296675980091,0.17147888615727425,0.7146872857544618,0.8214305818979777,0.0005166947375983
2026,True,test,size_bin,elongated,2,0.8909634947776794,3.3062071800231934,6.203001022338867,1.110512763261795,0.20793698728084564,0.6243620657364921,0.7650945494994439,0.0006691256712656468
2026,True,test,size_bin,large_wide,4,0.6765848696231842,3.231950595974922,3.003065451979637,0.9883296675980091,0.17147888615727425,0.7146872857544618,0.8214305818979777,0.0005166947375983
2026,True,test,size_bin,medium_balanced,2,0.6969477832317352,0.5094972401857376,1.3459082245826721,0.7756863534450531,0.2507813051342964,0.8252960087822473,0.9029126213592233,0.00039033683424349874
2026,True,test,size_bin,small_compact,2,0.8595894873142242,2.4847034215927124,0.43441493809223175,2.2498528957366943,0.24589794129133224,0.763317191283293,0.8625536899648575,0.000937400822294876
