sample_id,mesh_validation_pass,mesh_units,mesh_source,surface_continuity_assumption,top_cap_plane,depth_sign_convention,profile_pose_to_comsol_json,steel_surface_z_m,steel_z_min_m,steel_z_max_m,defect_void_embedded_in_steel,defect_intersects_top_surface,bbox_inside_steel,is_watertight,edge_incidence_all_two,nonmanifold_edges_count,zero_area_triangles_count,volume_m3,signed_volume_m3,volume_positive,bounds_min_json,bounds_max_json,max_depth_m,target_D_m,max_depth_abs_error_m,depth_rmse_vs_target,projected_footprint_area_m2,vertex_count,face_count,top_cap_face_count,bottom_face_count,side_face_count,top_normals_mean_z,bottom_normals_mean_z,inverted_normals_flag,export_path,export_format,exact_piao_rbc,rbc_style_approximation,notes,dataset_id,split,depth_bin,size_bin,aspect_bin,curvature_template,geometry_method
rbc_pilot_001_shallow_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.5306618164062503e-08,1.5306618164062503e-08,True,"[-0.004375,-0.002625,-0.001]","[0.004375,0.002625,0.0]",0.001,0.001,0.0,1.06339156091315e-05,3.439570053743285e-05,582,1160,496,496,168,1.0,-0.928816163674386,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_001_shallow_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,val,shallow,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_pilot_002_shallow_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.7756654999999955e-08,4.7756654999999955e-08,True,"[-0.007,-0.0039375,-0.0013]","[0.007,0.0039375,0.0]",0.0013,0.0013,0.0,1.3824079909105468e-05,8.238970128733915e-05,582,1160,496,496,168,1.0,-0.9465381038721116,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_002_shallow_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,test,shallow,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
rbc_pilot_003_shallow_large_wide_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.469435632031249e-07,1.469435632031249e-07,True,"[-0.0105,-0.0065625,-0.0016]","[0.0105,0.0065625,0.0]",0.0016,0.0016,0.0,1.7014261036612587e-05,0.00020797400324959396,582,1160,496,496,168,1.0,-0.9677372684668357,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_003_shallow_large_wide_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,shallow,large_wide,wide,sharp,imported_watertight_mesh_solid
rbc_pilot_004_shallow_elongated_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.9593449812499983e-08,4.9593449812499983e-08,True,"[-0.007875,-0.002625,-0.0018]","[0.007875,0.002625,0.0]",0.0018,0.0018,0.0,1.914104083563581e-05,6.239220097487819e-05,582,1160,496,496,168,1.0,-0.8468014422654255,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_004_shallow_elongated_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,shallow,elongated,narrow,sharp,imported_watertight_mesh_solid
rbc_pilot_005_medium_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.714439477343749e-08,4.714439477343749e-08,True,"[-0.00525,-0.0030625,-0.0022]","[0.00525,0.0030625,0.0]",0.0022,0.0022,0.0,2.339459564247508e-05,4.79940007499063e-05,582,1160,496,496,168,1.0,-0.8083514710964687,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_005_medium_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,val,medium,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_pilot_006_medium_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.323257424726562e-07,1.323257424726562e-07,True,"[-0.0083125,-0.004593750000000001,-0.0026]","[0.0083125,0.004593750000000001,0.0]",0.0026,0.0026,0.0,2.7648152295291684e-05,0.00011598550181227356,582,1160,496,496,168,1.0,-0.8678891850064926,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_006_medium_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,medium,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
rbc_pilot_007_medium_large_wide_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.736728597656254e-07,3.736728597656254e-07,True,"[-0.0118125,-0.007656250000000001,-0.0031]","[0.0118125,0.007656250000000001,0.0]",0.0031,0.0031,0.0,3.296513526074859e-05,0.00027196600424946905,582,1160,496,496,168,1.0,-0.9176019198373334,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_007_medium_large_wide_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,medium,large_wide,wide,sharp,imported_watertight_mesh_solid
rbc_pilot_008_medium_elongated_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.7143415287500017e-07,1.7143415287500017e-07,True,"[-0.0105,-0.0035,-0.0035]","[0.0105,0.0035,0.0]",0.0035,0.0035,0.0,3.72186985531425e-05,0.00010958630171228605,582,1160,496,496,168,1.0,-0.7466126660425207,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_008_medium_elongated_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,medium,elongated,narrow,sharp,imported_watertight_mesh_solid
rbc_pilot_009_deep_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.2857561368750017e-07,1.2857561368750017e-07,True,"[-0.006125,-0.0035,-0.0045]","[0.006125,0.0035,0.0]",0.0045,0.0045,0.0,4.7852556623107376e-05,6.319210098737662e-05,582,1160,496,496,168,1.0,-0.626503956315691,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_009_deep_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,test,deep,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_pilot_010_deep_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.367456491093746e-07,3.367456491093746e-07,True,"[-0.009625,-0.00525,-0.005]","[0.009625,0.00525,0.0]",0.005,0.005,0.0,5.316952269074372e-05,0.00015198100237470328,582,1160,496,496,168,1.0,-0.731625951737598,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_010_deep_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,deep,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
rbc_pilot_011_deep_large_wide_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,8.418641472656243e-07,8.418641472656243e-07,True,"[-0.013125,-0.00875,-0.0055]","[0.013125,0.00875,0.0]",0.0055,0.0055,0.0,5.848648514631187e-05,0.0003447569053868269,582,1160,496,496,168,1.0,-0.8317032768052639,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_011_deep_large_wide_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,deep,large_wide,wide,sharp,imported_watertight_mesh_solid
rbc_pilot_012_deep_elongated_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.5919862343749947e-07,4.5919862343749947e-07,True,"[-0.013125,-0.004375,-0.006]","[0.013125,0.004375,0.0]",0.006,0.006,0.0,6.380343428324821e-05,0.0001735783027121611,582,1160,496,496,168,1.0,-0.6449370951627561,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_012_deep_elongated_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,deep,elongated,narrow,sharp,imported_watertight_mesh_solid
rbc_pilot_013_shallow_small_compact_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.7224298554687508e-08,1.7224298554687508e-08,True,"[-0.004375,-0.002625,-0.001]","[0.004375,0.002625,0.0]",0.001,0.001,0.0,1.030683715233197e-05,3.679540057492816e-05,614,1224,528,528,168,1.0,-0.9307482439996728,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_013_shallow_small_compact_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,shallow,small_compact,compact,round,imported_watertight_mesh_solid
rbc_pilot_014_shallow_medium_balanced_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,5.373981281249999e-08,5.373981281249999e-08,True,"[-0.007,-0.0039375,-0.0013]","[0.007,0.0039375,0.0]",0.0013,0.0013,0.0,1.3398860947382672e-05,8.798900137482822e-05,614,1224,528,528,168,1.0,-0.9479123165153468,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_014_shallow_medium_balanced_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,shallow,medium_balanced,balanced,round,imported_watertight_mesh_solid
rbc_pilot_015_shallow_large_wide_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.6535327273437515e-07,1.6535327273437515e-07,True,"[-0.0105,-0.0065625,-0.0016]","[0.0105,0.0065625,0.0]",0.0016,0.0016,0.0,1.6490905450179968e-05,0.000220772403449569,614,1224,528,528,168,1.0,-0.9685407585422767,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_015_shallow_large_wide_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,test,shallow,large_wide,wide,round,imported_watertight_mesh_solid
rbc_pilot_016_shallow_elongated_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,5.580672609375004e-08,5.580672609375004e-08,True,"[-0.007875,-0.002625,-0.0018]","[0.007875,0.002625,0.0]",0.0018,0.0018,0.0,1.8552268418067535e-05,6.639170103737039e-05,614,1224,528,528,168,1.0,-0.8514284611357308,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_016_shallow_elongated_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,shallow,elongated,narrow,round,imported_watertight_mesh_solid
rbc_pilot_017_medium_small_compact_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,5.30508405e-08,5.30508405e-08,True,"[-0.00525,-0.0030625,-0.0022]","[0.00525,0.0030625,0.0]",0.0022,0.0022,0.0,2.2674991212823632e-05,5.199350081239849e-05,614,1224,528,528,168,1.0,-0.8144669984128674,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_017_medium_small_compact_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,train,medium,small_compact,compact,round,imported_watertight_mesh_solid
rbc_pilot_018_medium_medium_balanced_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.4890406077148454e-07,1.4890406077148454e-07,True,"[-0.0083125,-0.004593750000000001,-0.0026]","[0.0083125,0.004593750000000001,0.0]",0.0026,0.0026,0.0,2.6797694240715792e-05,0.00011998500187476575,614,1224,528,528,168,1.0,-0.8718250126765362,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_018_medium_medium_balanced_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,val,medium,medium_balanced,balanced,round,imported_watertight_mesh_solid
rbc_pilot_019_medium_large_wide_round,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.20488181914062e-07,4.20488181914062e-07,True,"[-0.0118125,-0.007656250000000001,-0.0031]","[0.0118125,0.007656250000000001,0.0]",0.0031,0.0031,0.0,3.195108645540525e-05,0.00028956380452443465,614,1224,528,528,168,1.0,-0.9199261690222845,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_pilot_meshes_v1\rbc_pilot_019_medium_large_wide_round.stl,ascii_stl,False,True,active_cells=264; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v1,test,medium,large_wide,wide,round,imported_watertight_mesh_solid
